Servo1,Servo2,Servo3,Servo4,Step
121.2,136.4,180,38.2,347
121.1,136.7,180,38.5,348
121,136.9,180,38.7,349
120.9,137.1,180,39,350
120.8,137.3,180,39.3,351
120.7,137.5,180,39.5,352
120.6,137.7,180,39.8,353
120.5,138,180,40,354
120.4,138.2,180,40.3,355
120.3,138.4,180,40.6,356
120.2,138.6,180,40.8,357
120.1,138.9,180,41.1,358
120,139.1,179.5,41.4,359
119.9,139.3,179,41.6,360
119.9,139.6,178.5,41.9,361
119.8,139.8,178,42.2,362
119.7,140,177.5,42.4,363
119.6,140.3,177,42.7,364
119.5,140.5,176.5,43,365
119.4,140.8,176,43.3,366
119.3,141,175.5,43.5,367
119.2,141.2,174.9,43.8,368
119.1,141.5,174.5,44.1,369
119,141.7,174,44.3,370
118.9,141.9,173.5,44.6,371
118.8,142.1,173.1,44.8,372
118.7,142.3,172.7,45,373
118.6,142.4,172.4,45.2,374
118.5,142.6,172,45.4,375
118.4,142.8,171.7,45.6,376
118.3,142.9,171.3,45.8,377
118.2,143.1,171,45.9,378
118.1,143.3,170.6,46.1,379
118,143.4,170.3,46.3,380
117.8,143.6,169.9,46.5,381
117.7,143.7,169.6,46.7,382
117.6,143.9,169.2,46.9,383
117.5,144.1,168.9,47,384
117.4,144.2,168.5,47.2,385
117.3,144.4,168.2,47.4,386
117.2,144.6,167.8,47.6,387
117.1,144.8,167.4,47.8,388
117,144.9,167.1,48,389
116.9,145.1,166.7,48.2,390
116.8,145.3,166.3,48.4,391
116.7,145.5,166,48.6,392
116.6,145.6,165.6,48.8,393
116.5,145.8,165.2,49,394
116.4,146,164.8,49.2,395
116.3,146.2,164.5,49.4,396
116.2,146.3,164.1,49.6,397
116.1,146.5,163.8,49.7,398
116,146.6,163.5,49.9,399
115.9,146.7,163.3,50,400
115.8,146.8,163.1,50.1,401
115.8,146.9,163,50.2,402
115.7,146.9,162.8,50.2,403
115.6,147,162.7,50.3,404
115.5,147,162.6,50.4,405
115.4,147.1,162.5,50.4,406
115.3,147.1,162.4,50.5,407
115.3,147.2,162.3,50.5,408
115.2,147.3,162.1,50.6,409
115.1,147.3,162,50.7,410
115,147.4,161.9,50.7,411
114.9,147.4,161.8,50.8,412
114.8,147.5,161.7,50.8,413
114.8,147.5,161.5,50.9,414
114.7,147.6,161.4,51,415
114.6,147.7,161.3,51,416
114.5,147.7,161.2,51.1,417
114.4,147.7,161.1,51.1,418
114.3,147.8,161,51.2,419
114.2,147.8,161,51.2,420
114.1,147.8,160.9,51.2,421
114,147.9,160.9,51.3,422
113.8,147.9,160.8,51.3,423
113.7,147.9,160.8,51.3,424
113.6,147.9,160.8,51.3,425
113.5,147.9,160.8,51.3,426
113.3,147.9,160.7,51.3,427
113.2,147.9,160.7,51.4,428
113.1,148,160.7,51.4,429
113,148,160.6,51.4,430
112.8,148,160.6,51.4,431
112.7,148,160.6,51.4,432
112.6,148,160.5,51.4,433
112.5,148,160.5,51.5,434
112.3,148.1,160.5,51.5,435
112.2,148.1,160.4,51.5,436
112.1,148.1,160.4,51.5,437
111.9,148.1,160.4,51.5,438
111.8,148.1,160.4,51.5,439
111.7,148.1,160.4,51.5,440
111.6,148.1,160.4,51.5,441
111.5,148,160.5,51.5,442
111.4,148,160.6,51.4,443
111.3,147.9,160.7,51.3,444
111.2,147.9,160.9,51.3,445
111.1,147.8,161,51.2,446
111,147.7,161.2,51.1,447
110.9,147.6,161.3,51,448
110.8,147.6,161.5,50.9,449
110.7,147.5,161.6,50.9,450
110.6,147.4,161.8,50.8,451
110.5,147.4,161.9,50.7,452
110.4,147.3,162.1,50.6,453
110.3,147.2,162.2,50.6,454
110.2,147.1,162.4,50.5,455
110.1,147.1,162.5,50.4,456
110,147,162.7,50.3,457
109.8,146.9,162.8,50.2,458
109.7,146.9,163,50.2,459
109.6,146.8,163.1,50.1,460
109.5,146.7,163.3,50,461
109.4,146.7,163.4,49.9,462
109.3,146.6,163.6,49.8,463
109.2,146.4,163.9,49.7,464
109.1,146.3,164.1,49.6,465
109.1,146.2,164.4,49.4,466
109,146,164.7,49.2,467
108.9,145.9,165,49.1,468
108.8,145.7,165.4,48.9,469
108.7,145.6,165.7,48.7,470
108.6,145.4,166.1,48.5,471
108.5,145.2,166.4,48.4,472
108.4,145.1,166.7,48.2,473
108.3,144.9,167.1,48,474
108.2,144.8,167.4,47.8,475
108.1,144.6,167.7,47.7,476
108,144.5,168.1,47.5,477
108,144.3,168.4,47.3,478
107.9,144.2,168.7,47.1,479
107.8,144,169,47,480
107.7,143.9,169.4,46.8,481
107.6,143.7,169.7,46.6,482
107.5,143.6,170,46.5,483
107.4,143.4,170.3,46.3,484
107.3,143.3,170.6,46.1,485
107.2,143.1,170.9,46,486
107.2,143,171.2,45.8,487
107.1,142.9,171.5,45.7,488
107.1,142.7,171.8,45.5,489
107,142.6,172,45.4,490
107,142.5,172.3,45.2,491
106.9,142.3,172.6,45.1,492
106.9,142.2,172.9,44.9,493
106.9,142.1,173.1,44.8,494
106.8,142,173.4,44.6,495
106.8,141.8,173.7,44.5,496
106.7,141.7,173.9,44.4,497
106.7,141.6,174.2,44.2,498
106.6,141.5,174.5,44.1,499
106.6,141.3,174.7,43.9,500
106.5,141.2,175,43.8,501
106.5,141.1,175.3,43.6,502
106.5,141,175.6,43.5,503
106.4,140.8,175.8,43.3,504
106.4,140.7,176.2,43.2,505
106.4,140.5,176.5,43,506
106.3,140.3,176.9,42.8,507
106.3,140.1,177.3,42.6,508
106.3,139.9,177.8,42.3,509
106.3,139.7,178.2,42.1,510
106.3,139.5,178.7,41.8,511
106.3,139.3,179.1,41.6,512
106.3,139.1,179.6,41.3,513
106.3,138.9,180,41.1,514
106.3,138.6,180,40.8,515
106.3,138.4,180,40.6,516
106.3,138.2,180,40.3,517
106.2,138,180,40.1,518
106.2,137.8,180,39.8,519
106.2,137.6,180,39.6,520
106.2,137.4,180,39.4,521
106.2,137.2,180,39.1,522
106.2,137,180,38.9,523
106.2,136.8,180,38.6,524
106.2,136.6,180,38.4,525
106.2,136.4,180,38.2,526
106.2,136.2,180,37.9,527
106.2,136,180,37.7,528
106.2,135.8,180,37.4,529
106.2,135.6,180,37.2,530
106.2,135.4,180,37,531
106.2,135.2,180,36.8,532
106.2,134.9,180,36.8,533
106.2,134.7,180,36.7,534
106.1,134.5,180,36.8,535
106.1,134.2,180,36.9,536
106.1,133.9,180,37.1,537
106.1,133.6,180,37.3,538
106.1,133.4,180,37.6,539
106.1,133.1,180,37.9,540
106.1,132.8,180,38.1,541
106.1,132.5,180,38.4,542
106.1,132.2,180,38.7,543
106.1,131.9,180,38.9,544
106.1,131.6,180,39.2,545
106.1,131.4,180,39.5,546
106.1,131.1,180,39.8,547
106.1,130.8,180,40.1,548
106.1,130.5,180,40.3,549
106.1,130.3,180,40.6,550
106.1,130,180,40.9,551
106.1,129.7,180,41.2,552
106.1,129.4,180,41.5,553
106.1,129.2,180,41.7,554
106.1,128.9,180,42,555
106.1,128.6,180,42.3,556
106.1,128.4,180,42.6,557
106.1,128.1,180,42.9,558
106.1,127.8,180,43.2,559
106.1,127.6,180,43.5,560
106.1,127.3,180,43.8,561
106.1,127,180,44.1,562
106.1,126.8,180,44.4,563
106.1,126.5,180,44.7,564
106.1,126.3,180,45,565
106.1,126,180,45.3,566
106.1,125.8,180,45.6,567
106.1,125.5,180,45.9,568
106.1,125.3,180,46.2,569
106.1,125,180,46.4,570
106.1,124.8,180,46.7,571
106.2,124.5,180,46.9,572
106.2,124.3,180,47,573
106.2,124.1,180,47,574
106.2,123.9,180,46.9,575
106.3,123.8,180,46.7,576
106.3,123.6,180,46.4,577
106.4,123.5,180,46,578
106.4,123.4,180,45.6,579
106.5,123.2,180,45.2,580
106.6,123.1,180,44.8,581
106.6,123,180,44.4,582
106.7,122.9,180,43.9,583
106.7,122.8,180,43.5,584
106.8,122.7,180,43.1,585
106.9,122.6,180,42.7,586
106.9,122.5,180,42.3,587
107,122.4,180,41.9,588
107,122.3,180,41.4,589
107.1,122.2,180,41,590
107.2,122.1,180,40.6,591
107.2,122,180,40.2,592
107.3,122,180,39.8,593
107.4,121.9,180,39.3,594
107.4,121.8,180,38.9,595
107.5,121.7,180,38.5,596
107.6,121.7,180,38.1,597
107.6,121.6,180,37.6,598
107.7,121.6,180,37.2,599
107.8,121.5,180,36.8,600
107.8,121.5,180,36.4,601
107.9,121.4,180,35.9,602
108,121.4,180,35.5,603
108,121.3,180,35.1,604
108.1,121.3,180,34.6,605
108.2,121.2,180,34.2,606
108.2,121.2,180,33.8,607
108.3,121.2,180,33.3,608
108.4,121.2,180,32.9,609
108.5,121.1,180,32.4,610
108.5,121.1,180,32,611
108.6,121.1,180,31.6,612
108.7,121.1,180,31.1,613
108.8,121.1,180,30.7,614
108.8,121.1,180,30.2,615
108.9,121.1,180,29.8,616
109,121.1,180,29.3,617
109.1,121.1,180,28.9,618
109.2,121.1,180,28.4,619
109.2,121.2,180,27.9,620
109.3,121.2,180,27.5,621
109.4,121.2,180,27,622
109.5,121.2,180,26.5,623
109.6,121.3,180,26.1,624
109.6,121.3,180,25.6,625
109.7,121.4,180,25.1,626
109.8,121.4,180,24.7,627
109.9,121.5,180,24.2,628
110,121.5,180,23.7,629
110.1,121.6,180,23.2,630
110.1,121.7,180,22.7,631
110.2,121.8,180,22.2,632
110.3,121.8,180,21.8,633
110.4,121.9,180,21.3,634
110.5,122,180,20.8,635
110.5,122.1,180,20.4,636
110.6,122.3,180,20.2,637
110.6,122.4,180,20,638
110.6,122.5,180,19.9,639
110.5,122.7,180,20,640
110.5,122.8,180,20.1,641
110.4,123,180,20.3,642
110.3,123.1,180,20.6,643
110.2,123.3,180,20.8,644
110.1,123.5,180,21.1,645
110.1,123.6,180,21.3,646
110,123.8,180,21.6,647
109.9,124,180,21.9,648
109.8,124.1,180,22.1,649
109.7,124.3,180,22.4,650
109.6,124.5,180,22.6,651
109.6,124.7,180,22.9,652
109.5,124.8,180,23.2,653
109.4,125,180,23.4,654
109.3,125.2,180,23.7,655
109.2,125.4,180,23.9,656
109.2,125.6,180,24.2,657
109.1,125.7,180,24.5,658
109,125.9,180,24.7,659
108.9,126.1,180,25,660
108.8,126.3,180,25.3,661
108.8,126.5,180,25.5,662
108.7,126.7,180,25.8,663
108.6,126.8,180,26,664
108.5,127,180,26.3,665
108.5,127.2,180,26.6,666
108.4,127.4,180,26.8,667
108.3,127.6,180,27.1,668
108.2,127.8,180,27.3,669
108.2,128,180,27.6,670
108.1,128.2,180,27.9,671
108,128.4,180,28.1,672
108,128.6,180,28.4,673
107.9,128.8,180,28.7,674
107.8,129,180,28.9,675
107.8,129.2,180,29.2,676
107.7,129.4,180,29.5,677
107.6,129.6,180,29.7,678
107.6,129.8,180,30,679
107.5,130,180,30.3,680
107.4,130.2,180,30.5,681
107.4,130.4,180,30.8,682
107.3,130.6,180,31.1,683
107.2,130.8,180,31.3,684
107.2,131,180,31.6,685
107.1,131.3,180,31.9,686
107,131.5,180,32.1,687
107,131.7,180,32.4,688
106.9,131.9,180,32.7,689
106.9,132.1,180,33,690
106.8,132.3,180,33.2,691
106.7,132.5,180,33.5,692
106.7,132.8,180,33.8,693
106.6,133,180,34,694
106.6,133.2,180,34.3,695
106.5,133.4,180,34.6,696
106.4,133.7,180,34.9,697
106.4,133.9,180,35.1,698
106.3,134.1,180,35.4,699
106.3,134.3,180,35.7,700
106.2,134.5,180,35.9,701
106.1,134.7,180,36.2,702
106,134.9,180,36.4,703
106,135.1,180,36.6,704
105.9,135.3,180,36.8,705
105.8,135.4,180,37,706
105.7,135.6,180,37.2,707
105.6,135.8,180,37.4,708
105.5,135.9,180,37.6,709
105.4,136.1,180,37.8,710
105.3,136.3,180,38,711
105.2,136.4,180,38.2,712
105.1,136.6,180,38.4,713
105.1,136.8,180,38.6,714
105,136.9,180,38.8,715
104.9,137.1,180,39,716
104.8,137.3,180,39.2,717
104.7,137.5,180,39.4,718
104.6,137.6,180,39.6,719
104.5,137.8,180,39.8,720
104.5,138,180,40,721
104.4,138.2,180,40.3,722
104.3,138.3,180,40.5,723
104.2,138.5,180,40.7,724
104.1,138.7,180,40.9,725
104,138.9,180,41.1,726
104,139,179.7,41.3,727
103.9,139.2,179.3,41.5,728
103.8,139.3,179,41.6,729
103.7,139.5,178.7,41.8,730
103.6,139.6,178.5,41.9,731
103.5,139.7,178.2,42.1,732
103.5,139.8,178,42.2,733
103.4,139.9,177.9,42.3,734
103.3,139.9,177.7,42.3,735
103.2,140,177.6,42.4,736
103.1,140.1,177.4,42.5,737
103.1,140.2,177.3,42.6,738
103,140.2,177.1,42.7,739
102.9,140.3,176.9,42.8,740
102.8,140.4,176.8,42.8,741
102.7,140.5,176.6,42.9,742
102.7,140.5,176.5,43,743
102.6,140.6,176.3,43.1,744
102.5,140.7,176.1,43.2,745
102.4,140.7,176,43.3,746
102.3,140.8,175.8,43.4,747
102.2,140.9,175.7,43.4,748
102.1,141,175.5,43.5,749
102,141,175.4,43.6,750
101.9,141.1,175.3,43.7,751
101.8,141.1,175.1,43.7,752
101.7,141.2,175,43.8,753
101.6,141.3,174.9,43.8,754
101.4,141.3,174.8,43.9,755
101.3,141.4,174.7,44,756
101.2,141.4,174.6,44,757
101,141.5,174.4,44.1,758
100.9,141.5,174.3,44.2,759
100.8,141.6,174.2,44.2,760
100.7,141.6,174.1,44.3,761
100.5,141.7,174,44.3,762
100.4,141.8,173.8,44.4,763
100.3,141.8,173.7,44.5,764
100.1,141.9,173.6,44.5,765
100,141.9,173.5,44.6,766
99.9,142,173.3,44.7,767
99.8,142,173.2,44.7,768
99.6,142.1,173.1,44.8,769
99.5,142.1,173,44.9,770
99.4,142.2,172.9,44.9,771
99.2,142.2,172.9,44.9,772
99.1,142.2,172.9,44.9,773
99,142.2,172.9,44.9,774
98.8,142.2,172.9,44.9,775
98.7,142.1,173,44.9,776
98.5,142.1,173.1,44.8,777
98.4,142.1,173.1,44.8,778
98.3,142.1,173.2,44.8,779
98.1,142,173.3,44.7,780
98,142,173.3,44.7,781
97.9,142,173.4,44.7,782
97.7,141.9,173.5,44.6,783
97.6,141.9,173.5,44.6,784
97.4,141.9,173.6,44.6,785
97.3,141.8,173.6,44.5,786
97.1,141.8,173.7,44.5,787
97,141.8,173.7,44.5,788
96.9,141.8,173.8,44.4,789
96.7,141.7,173.9,44.4,790
96.6,141.7,173.9,44.4,791
96.4,141.7,174,44.3,792
96.3,141.7,174,44.3,793
96.2,141.6,174.1,44.3,794
96,141.6,174.1,44.3,795
95.9,141.6,174.2,44.2,796
95.7,141.6,174.2,44.2,797
95.6,141.5,174.3,44.2,798
95.5,141.5,174.4,44.1,799
95.3,141.4,174.5,44,800
95.2,141.4,174.7,44,801
95.1,141.3,174.8,43.9,802
95,141.2,175,43.8,803
94.9,141.1,175.3,43.7,804
94.7,141,175.5,43.5,805
94.6,140.9,175.7,43.4,806
94.5,140.8,175.9,43.3,807
94.4,140.7,176.1,43.2,808
94.3,140.6,176.4,43.1,809
94.2,140.5,176.6,42.9,810
94,140.4,176.8,42.8,811
93.9,140.3,177,42.7,812
93.8,140.2,177.2,42.6,813
93.7,140.1,177.5,42.5,814
93.6,140,177.7,42.4,815
93.4,139.9,177.9,42.3,816
93.3,139.8,178.1,42.1,817
93.2,139.7,178.3,42,818
93.1,139.6,178.5,41.9,819
93,139.5,178.7,41.8,820
92.9,139.4,178.9,41.7,821
92.8,139.3,179.1,41.6,822
92.7,139.2,179.3,41.5,823
92.6,139.1,179.6,41.4,824
92.5,139,179.8,41.2,825
92.5,138.9,180,41.1,826
92.4,138.8,180,41,827
92.3,138.7,180,40.9,828
92.3,138.6,180,40.8,829
92.2,138.5,180,40.7,830
92.1,138.4,180,40.6,831
92.1,138.3,180,40.4,832
92,138.2,180,40.3,833
91.9,138.1,180,40.2,834
91.9,138,180,40.1,835
91.8,137.9,180,40,836
91.7,137.8,180,39.9,837
91.7,137.7,180,39.8,838
91.6,137.6,180,39.7,839
91.5,137.5,180,39.5,840
91.5,137.4,180,39.4,841
91.4,137.3,180,39.2,842
91.4,137.1,180,39,843
91.3,137,180,38.8,844
91.3,136.8,180,38.6,845
91.2,136.6,180,38.4,846
91.2,136.4,180,38.2,847
91.1,136.2,180,38,848
91.1,136,180,37.7,849
91,135.8,180,37.5,850
91,135.6,180,37.3,851
90.9,135.4,180,37,852
90.9,135.3,180,36.8,853
90.8,135.1,180,36.6,854
90.8,134.9,180,36.4,855
90.7,134.7,180,36.1,856
90.7,134.5,180,35.9,857
90.6,134.3,180,35.7,858
90.6,134.2,180,35.5,859
90.5,134,180,35.3,860
90.5,133.8,180,35,861
90.4,133.6,180,34.8,862
90.4,133.4,180,34.6,863
90.3,133.3,180,34.4,864
90.3,133.1,180,34.2,865
90.2,132.9,180,33.9,866
90.2,132.7,180,33.7,867
90.1,132.5,180,33.5,868
90.1,132.4,180,33.2,869
90.1,132.2,180,33,870
90,132,180,32.7,871
90,131.7,180,32.5,872
90,131.5,180,32.2,873
90,131.3,180,31.9,874
90,131.1,180,31.7,875
90,130.9,180,31.4,876
90,130.6,180,31.1,877
90,130.4,180,30.8,878
90,130.2,180,30.5,879
90,130,180,30.2,880
90,129.8,180,30,881
90,129.6,180,29.7,882
